player_id,registration_date,country,device,channel,kyc_completed,kyc_date,ftd_completed,ftd_date,ftd_amount,total_deposits,churned,days_active
P00106,2024-08-11,FI,mobile,affiliate,True,2024-08-11,True,2024-08-13,34.47,223.38,False,77.0
P00107,2024-05-10,UK,desktop,paid_search,True,2024-05-13,True,2024-05-15,89.35,206.62,False,132.0
P00108,2024-07-05,DE,tablet,affiliate,True,2024-07-07,True,2024-07-09,13.17,177.03,False,106.0
P00109,2024-06-02,UK,mobile,organic,True,2024-06-05,True,2024-06-07,29.68,29.68,True,5.0
P00110,2024-05-31,NO,mobile,affiliate,True,2024-06-01,True,2024-06-02,43.43,43.43,True,39.0
P00111,2024-03-30,UK,tablet,organic,True,2024-04-01,True,2024-04-01,36.38,337.26,False,148.0
P00112,2024-05-26,UK,mobile,referral,True,2024-05-28,True,2024-05-29,46.61,372.65,False,216.0
P00113,2024-09-18,AT,mobile,affiliate,True,2024-09-19,False,,,0.0,True,
P00114,2024-05-25,NO,mobile,affiliate,True,2024-05-27,True,2024-05-27,162.7,162.7,True,39.0
P00115,2024-06-07,UK,desktop,paid_search,True,2024-06-08,True,2024-06-08,28.21,179.77,False,135.0
P00116,2024-08-31,UK,desktop,paid_search,True,2024-08-31,True,2024-09-02,80.3,80.3,True,28.0
P00117,2024-10-21,UK,mobile,affiliate,True,2024-10-24,True,2024-10-24,54.87,54.87,True,16.0
P00118,2024-03-16,UK,desktop,affiliate,True,2024-03-16,False,,,0.0,True,
P00119,2024-02-24,IE,desktop,social,False,,False,,,0.0,True,
P00120,2024-04-22,DE,desktop,affiliate,True,2024-04-25,True,2024-04-25,137.79,189.65,False,121.0
P00121,2024-08-21,UK,desktop,referral,True,2024-08-24,True,2024-08-26,37.74,37.74,True,40.0
P00122,2024-10-31,SE,mobile,referral,True,2024-11-03,False,,,0.0,True,
P00123,2024-09-15,DE,desktop,organic,True,2024-09-18,False,,,0.0,True,
P00124,2024-08-31,SE,mobile,paid_search,True,2024-09-01,False,,,0.0,True,
P00125,2024-05-21,AT,desktop,referral,False,,False,,,0.0,True,
P00126,2024-09-23,IE,mobile,affiliate,True,2024-09-24,True,2024-09-24,34.12,34.12,True,26.0
P00127,2024-05-26,FI,mobile,referral,True,2024-05-28,True,2024-05-30,64.96,64.96,True,11.0
P00128,2024-02-11,DE,desktop,affiliate,True,2024-02-12,True,2024-02-12,54.56,54.56,True,33.0
P00129,2024-04-19,SE,desktop,organic,True,2024-04-22,True,2024-04-23,28.53,28.53,True,36.0
P00130,2024-07-31,DE,mobile,social,True,2024-08-03,True,2024-08-05,65.84,65.84,True,54.0
P00131,2024-01-11,UK,mobile,paid_search,False,,False,,,0.0,True,
P00132,2024-10-21,DE,mobile,affiliate,True,2024-10-21,False,,,0.0,True,
P00133,2024-06-01,DE,mobile,social,False,,False,,,0.0,True,
P00134,2024-08-02,DE,mobile,affiliate,True,2024-08-03,True,2024-08-04,101.61,101.61,True,43.0
P00135,2024-08-11,UK,desktop,referral,True,2024-08-14,True,2024-08-16,44.31,44.31,True,13.0
P00136,2024-07-26,DE,mobile,referral,False,,False,,,0.0,True,
P00137,2024-08-27,UK,mobile,affiliate,False,,False,,,0.0,True,
P00138,2024-09-30,UK,mobile,paid_search,True,2024-10-03,True,2024-10-05,72.08,72.08,True,7.0
P00139,2024-01-14,UK,mobile,affiliate,True,2024-01-17,True,2024-01-18,69.99,69.99,True,28.0
P00140,2024-04-03,UK,desktop,paid_search,True,2024-04-06,True,2024-04-07,37.55,37.55,True,1.0
P00141,2024-06-16,UK,mobile,paid_search,True,2024-06-19,True,2024-06-20,18.91,18.91,True,20.0
P00142,2024-05-09,UK,mobile,affiliate,False,,False,,,0.0,True,
P00143,2024-08-28,UK,desktop,affiliate,True,2024-08-28,False,,,0.0,True,
P00144,2024-06-28,UK,desktop,referral,True,2024-06-28,False,,,0.0,True,
P00145,2024-01-21,NO,mobile,social,False,,False,,,0.0,True,
P00146,2024-05-06,DE,mobile,paid_search,True,2024-05-06,True,2024-05-06,39.85,39.85,True,29.0
P00147,2024-03-05,DE,mobile,organic,True,2024-03-05,True,2024-03-05,74.5,265.88,False,101.0
P00148,2024-05-11,UK,mobile,organic,False,,False,,,0.0,True,
P00149,2024-03-26,UK,mobile,organic,False,,False,,,0.0,True,
P00150,2024-02-28,UK,mobile,organic,False,,False,,,0.0,True,
P00151,2024-03-24,DE,mobile,paid_search,False,,False,,,0.0,True,
P00152,2024-02-25,FI,mobile,social,True,2024-02-27,True,2024-02-28,84.2,84.2,True,31.0
P00153,2024-07-22,FI,mobile,organic,False,,False,,,0.0,True,
P00154,2024-04-11,UK,desktop,organic,True,2024-04-12,True,2024-04-13,66.17,66.17,True,15.0
P00155,2024-03-02,FI,mobile,affiliate,False,,False,,,0.0,True,
P00156,2024-10-16,FI,mobile,referral,False,,False,,,0.0,True,
P00157,2024-06-26,UK,mobile,paid_search,True,2024-06-28,True,2024-06-30,30.25,30.25,True,9.0
P00158,2024-06-23,IE,mobile,paid_search,True,2024-06-26,False,,,0.0,True,
P00159,2024-02-24,DE,mobile,organic,True,2024-02-26,False,,,0.0,True,
P00160,2024-08-23,DE,tablet,paid_search,False,,False,,,0.0,True,
P00161,2024-08-10,SE,tablet,social,True,2024-08-12,True,2024-08-14,33.37,33.37,True,13.0
P00162,2024-09-04,IE,mobile,affiliate,True,2024-09-06,True,2024-09-06,152.32,152.32,True,14.0
P00163,2024-02-14,DE,desktop,paid_search,True,2024-02-17,True,2024-02-18,118.13,118.13,True,24.0
P00164,2024-10-18,UK,mobile,paid_search,False,,False,,,0.0,True,
P00165,2024-07-13,FI,mobile,paid_search,True,2024-07-16,False,,,0.0,True,
P00166,2024-04-03,FI,mobile,organic,True,2024-04-05,False,,,0.0,True,
P00167,2024-06-23,UK,mobile,paid_search,True,2024-06-25,True,2024-06-27,81.76,81.76,True,13.0
P00168,2024-04-07,FI,desktop,affiliate,True,2024-04-10,True,2024-04-10,31.62,31.62,True,28.0
P00169,2024-08-31,IE,mobile,paid_search,False,,False,,,0.0,True,
P00170,2024-09-08,UK,desktop,referral,True,2024-09-08,True,2024-09-08,49.49,49.49,True,8.0
P00171,2024-07-26,FI,mobile,affiliate,False,,False,,,0.0,True,
P00172,2024-06-05,SE,desktop,paid_search,True,2024-06-07,True,2024-06-09,47.16,47.16,True,10.0
P00173,2024-06-25,SE,mobile,paid_search,True,2024-06-27,True,2024-06-28,53.19,53.19,True,20.0
P00174,2024-05-18,SE,desktop,organic,True,2024-05-19,True,2024-05-19,155.28,155.28,True,26.0
P00175,2024-06-10,DE,mobile,organic,True,2024-06-11,True,2024-06-13,45.2,45.2,True,11.0
P00176,2024-09-04,FI,desktop,organic,True,2024-09-06,False,,,0.0,True,
P00177,2024-04-09,UK,desktop,affiliate,True,2024-04-11,True,2024-04-11,122.22,277.34,False,126.0
P00178,2024-03-05,FI,mobile,affiliate,True,2024-03-05,True,2024-03-07,88.79,88.79,True,34.0
P00179,2024-03-05,UK,desktop,affiliate,True,2024-03-08,True,2024-03-08,23.22,146.5,False,61.0
P00180,2024-08-28,NO,mobile,affiliate,True,2024-08-30,True,2024-08-30,36.29,426.49,False,77.0
P00181,2024-09-01,UK,mobile,social,True,2024-09-01,True,2024-09-01,96.76,96.76,True,7.0
P00182,2024-10-22,NO,mobile,affiliate,True,2024-10-22,True,2024-10-24,34.23,34.23,True,46.0
P00183,2024-06-04,UK,desktop,organic,True,2024-06-05,True,2024-06-06,23.69,138.08,False,107.0
P00184,2024-09-24,DE,mobile,organic,True,2024-09-27,True,2024-09-29,49.82,49.82,True,42.0
P00185,2024-08-07,IE,mobile,social,True,2024-08-07,True,2024-08-09,218.36,218.36,True,37.0
P00186,2024-02-20,NO,desktop,referral,False,,False,,,0.0,True,
P00187,2024-04-16,FI,mobile,affiliate,True,2024-04-18,False,,,0.0,True,
P00188,2024-03-21,IE,mobile,affiliate,True,2024-03-21,True,2024-03-22,42.35,42.35,True,5.0
P00189,2024-08-18,UK,tablet,social,False,,False,,,0.0,True,
P00190,2024-08-28,FI,desktop,social,True,2024-08-29,True,2024-08-30,71.42,71.42,True,40.0
P00191,2024-08-20,DE,mobile,paid_search,True,2024-08-21,False,,,0.0,True,
P00192,2024-10-28,DE,desktop,paid_search,True,2024-10-29,True,2024-10-31,74.54,106.82,False,61.0
P00193,2024-03-17,NO,mobile,paid_search,False,,False,,,0.0,True,
P00194,2024-03-13,DE,mobile,paid_search,True,2024-03-14,False,,,0.0,True,
P00195,2024-10-31,DE,mobile,paid_search,False,,False,,,0.0,True,
P00196,2024-10-18,DE,mobile,social,False,,False,,,0.0,True,
P00197,2024-08-12,UK,mobile,affiliate,True,2024-08-14,False,,,0.0,True,
P00198,2024-05-19,AT,desktop,paid_search,True,2024-05-22,True,2024-05-24,38.04,38.04,True,4.0
P00199,2024-01-21,FI,tablet,organic,False,,False,,,0.0,True,
P00200,2024-06-14,UK,mobile,affiliate,True,2024-06-14,True,2024-06-16,23.01,23.01,False,102.0
P00201,2024-05-17,FI,mobile,organic,True,2024-05-18,True,2024-05-20,32.2,32.2,True,3.0
P00202,2024-08-14,FI,desktop,organic,False,,False,,,0.0,True,
P00203,2024-04-02,FI,mobile,organic,False,,False,,,0.0,True,
P00204,2024-08-11,SE,mobile,paid_search,False,,False,,,0.0,True,
P00205,2024-09-08,UK,tablet,organic,False,,False,,,0.0,True,
P00206,2024-08-28,UK,desktop,organic,True,2024-08-30,True,2024-08-30,59.81,59.81,True,48.0
P00207,2024-03-23,UK,mobile,paid_search,True,2024-03-26,True,2024-03-27,28.12,28.12,True,50.0
P00208,2024-10-08,SE,mobile,paid_search,True,2024-10-08,True,2024-10-09,60.36,60.36,True,12.0
P00209,2024-02-29,NO,mobile,paid_search,False,,False,,,0.0,True,
P00210,2024-07-25,DE,desktop,social,False,,False,,,0.0,True,
P00211,2024-01-01,UK,desktop,paid_search,True,2024-01-04,True,2024-01-04,23.76,572.56,False,101.0
P00212,2024-07-04,SE,mobile,social,False,,False,,,0.0,True,
P00213,2024-09-12,DE,mobile,paid_search,False,,False,,,0.0,True,
P00214,2024-01-27,FI,mobile,paid_search,True,2024-01-28,False,,,0.0,True,
P00215,2024-08-12,DE,mobile,affiliate,False,,False,,,0.0,True,
P00216,2024-09-05,NO,mobile,referral,True,2024-09-06,False,,,0.0,True,
P00217,2024-06-08,DE,mobile,social,True,2024-06-11,True,2024-06-11,21.1,323.22,False,101.0
P00218,2024-03-01,FI,mobile,paid_search,False,,False,,,0.0,True,
P00219,2024-03-19,UK,desktop,paid_search,True,2024-03-21,True,2024-03-22,100.25,432.11,False,81.0
P00220,2024-09-04,UK,mobile,paid_search,False,,False,,,0.0,True,
P00221,2024-05-04,FI,desktop,paid_search,True,2024-05-05,True,2024-05-07,55.07,55.07,True,14.0
P00222,2024-09-17,SE,mobile,affiliate,False,,False,,,0.0,True,
P00223,2024-03-10,UK,mobile,paid_search,False,,False,,,0.0,True,
P00224,2024-05-21,FI,desktop,social,False,,False,,,0.0,True,
P00225,2024-07-31,UK,mobile,affiliate,True,2024-08-02,False,,,0.0,True,
P00226,2024-05-24,DE,desktop,organic,False,,False,,,0.0,True,
P00227,2024-10-27,UK,mobile,paid_search,True,2024-10-30,False,,,0.0,True,
P00228,2024-08-16,FI,desktop,paid_search,True,2024-08-18,True,2024-08-20,30.97,30.97,True,15.0
P00229,2024-07-12,UK,mobile,affiliate,True,2024-07-14,False,,,0.0,True,
P00230,2024-05-02,NO,mobile,organic,True,2024-05-03,False,,,0.0,True,
P00231,2024-07-29,UK,desktop,affiliate,True,2024-08-01,True,2024-08-02,19.22,19.22,True,1.0
P00232,2024-07-16,UK,mobile,affiliate,False,,False,,,0.0,True,
P00233,2024-03-18,DE,mobile,affiliate,True,2024-03-18,True,2024-03-20,36.19,36.19,True,3.0
P00234,2024-06-18,NO,desktop,organic,False,,False,,,0.0,True,
P00235,2024-08-13,SE,mobile,paid_search,True,2024-08-16,True,2024-08-16,51.7,204.7,False,72.0
P00236,2024-03-20,UK,mobile,organic,True,2024-03-22,True,2024-03-24,78.08,208.16,False,112.0
P00237,2024-02-11,NO,mobile,social,False,,False,,,0.0,True,
P00238,2024-09-30,NO,desktop,affiliate,True,2024-10-02,True,2024-10-03,39.03,454.87,False,85.0
P00239,2024-01-19,IE,mobile,referral,False,,False,,,0.0,True,
P00240,2024-04-30,IE,mobile,affiliate,False,,False,,,0.0,True,
P00241,2024-05-27,IE,mobile,affiliate,False,,False,,,0.0,True,
P00242,2024-02-16,UK,mobile,affiliate,True,2024-02-16,False,,,0.0,True,
P00243,2024-02-21,IE,desktop,referral,True,2024-02-23,False,,,0.0,True,
P00244,2024-01-24,SE,mobile,social,True,2024-01-24,True,2024-01-25,16.5,16.5,True,17.0
P00245,2024-08-08,FI,desktop,paid_search,True,2024-08-11,True,2024-08-11,34.44,34.44,True,3.0
P00246,2024-03-28,NO,desktop,paid_search,True,2024-03-31,True,2024-03-31,37.13,37.13,True,3.0
P00247,2024-09-11,SE,mobile,organic,False,,False,,,0.0,True,
P00248,2024-03-14,IE,mobile,affiliate,True,2024-03-16,True,2024-03-18,19.89,19.89,True,1.0
P00249,2024-01-05,IE,desktop,paid_search,False,,False,,,0.0,True,
P00250,2024-08-26,SE,mobile,referral,False,,False,,,0.0,True,
P00251,2024-10-06,NO,tablet,organic,True,2024-10-09,False,,,0.0,True,
P00252,2024-10-27,FI,mobile,organic,True,2024-10-30,False,,,0.0,True,
P00253,2024-08-21,NO,desktop,referral,False,,False,,,0.0,True,
P00254,2024-04-11,NO,mobile,organic,False,,False,,,0.0,True,
P00255,2024-09-04,DE,mobile,paid_search,True,2024-09-07,True,2024-09-09,63.52,63.52,True,15.0
P00256,2024-05-31,UK,mobile,paid_search,False,,False,,,0.0,True,
P00257,2024-05-31,DE,mobile,referral,True,2024-06-03,True,2024-06-05,113.33,113.33,True,11.0
P00258,2024-01-26,UK,tablet,affiliate,False,,False,,,0.0,True,
P00259,2024-09-11,IE,mobile,social,False,,False,,,0.0,True,
P00260,2024-05-26,UK,mobile,affiliate,False,,False,,,0.0,True,
P00261,2024-04-27,IE,tablet,paid_search,True,2024-04-29,True,2024-04-29,24.56,24.56,True,47.0
P00262,2024-05-08,UK,mobile,organic,False,,False,,,0.0,True,
P00263,2024-03-11,UK,mobile,paid_search,False,,False,,,0.0,True,
P00264,2024-01-21,UK,desktop,organic,True,2024-01-24,True,2024-01-25,35.73,83.75,False,63.0
P00265,2024-02-16,SE,desktop,paid_search,False,,False,,,0.0,True,
P00266,2024-06-16,FI,mobile,paid_search,False,,False,,,0.0,True,
P00267,2024-03-30,UK,mobile,affiliate,True,2024-04-01,True,2024-04-02,35.96,35.96,True,6.0
P00268,2024-03-25,SE,desktop,referral,True,2024-03-28,False,,,0.0,True,
P00269,2024-05-31,FI,desktop,affiliate,True,2024-06-02,False,,,0.0,True,
P00270,2024-08-27,DE,mobile,organic,False,,False,,,0.0,True,
P00271,2024-03-13,DE,mobile,affiliate,False,,False,,,0.0,True,
P00272,2024-04-25,NO,mobile,paid_search,False,,False,,,0.0,True,
P00273,2024-07-22,DE,mobile,social,False,,False,,,0.0,True,
P00274,2024-10-12,SE,mobile,affiliate,True,2024-10-15,True,2024-10-17,63.45,63.45,True,19.0
P00275,2024-03-04,UK,desktop,affiliate,True,2024-03-06,True,2024-03-08,51.63,51.63,True,48.0
P00276,2024-07-09,NO,desktop,social,True,2024-07-10,True,2024-07-12,53.7,975.3,False,81.0
P00277,2024-06-16,UK,mobile,affiliate,False,,False,,,0.0,True,
P00278,2024-04-23,UK,desktop,social,True,2024-04-26,False,,,0.0,True,
P00279,2024-06-03,DE,desktop,paid_search,True,2024-06-03,True,2024-06-03,90.16,372.84,False,61.0
P00280,2024-09-09,UK,desktop,organic,True,2024-09-10,False,,,0.0,True,
P00281,2024-03-10,AT,mobile,affiliate,True,2024-03-12,False,,,0.0,True,
P00282,2024-10-03,FI,desktop,paid_search,True,2024-10-04,False,,,0.0,True,
P00283,2024-02-20,UK,mobile,affiliate,False,,False,,,0.0,True,
P00284,2024-07-27,AT,desktop,organic,False,,False,,,0.0,True,
P00285,2024-05-23,IE,mobile,affiliate,True,2024-05-25,True,2024-05-26,35.3,35.3,True,4.0
P00286,2024-04-30,UK,desktop,affiliate,False,,False,,,0.0,True,
P00287,2024-02-20,UK,mobile,affiliate,False,,False,,,0.0,True,
P00288,2024-07-07,FI,mobile,paid_search,True,2024-07-09,True,2024-07-10,31.97,245.27,False,63.0
P00289,2024-03-03,DE,mobile,paid_search,False,,False,,,0.0,True,
P00290,2024-08-20,NO,mobile,affiliate,True,2024-08-21,False,,,0.0,True,
P00291,2024-11-01,AT,mobile,paid_search,False,,False,,,0.0,True,
P00292,2024-01-26,UK,mobile,organic,False,,False,,,0.0,True,
P00293,2024-05-04,UK,desktop,affiliate,False,,False,,,0.0,True,
P00294,2024-10-16,NO,mobile,affiliate,True,2024-10-17,True,2024-10-17,39.12,161.42,False,75.0
P00295,2024-03-16,DE,mobile,affiliate,False,,False,,,0.0,True,
P00296,2024-11-01,DE,mobile,referral,True,2024-11-02,False,,,0.0,True,
P00297,2024-10-03,UK,desktop,paid_search,True,2024-10-04,True,2024-10-04,46.74,46.74,True,20.0
P00298,2024-03-08,AT,desktop,organic,True,2024-03-09,True,2024-03-09,38.95,38.95,True,9.0
P00299,2024-03-30,SE,desktop,affiliate,True,2024-03-31,True,2024-04-02,58.91,58.91,True,44.0
P00300,2024-02-28,IE,mobile,paid_search,False,,False,,,0.0,True,
P00301,2024-08-31,DE,mobile,affiliate,True,2024-09-02,True,2024-09-02,64.36,64.36,True,5.0
P00302,2024-08-19,DE,mobile,affiliate,True,2024-08-19,False,,,0.0,True,
P00303,2024-09-23,UK,mobile,organic,True,2024-09-23,True,2024-09-24,17.2,503.62,False,71.0
P00304,2024-08-06,UK,mobile,organic,False,,False,,,0.0,True,
P00305,2024-09-08,DE,mobile,organic,False,,False,,,0.0,True,
P00306,2024-08-15,NO,mobile,paid_search,True,2024-08-15,True,2024-08-15,55.88,55.88,True,1.0
P00307,2024-02-03,UK,mobile,paid_search,True,2024-02-05,True,2024-02-07,59.58,495.26,False,194.0
P00308,2024-05-30,FI,mobile,affiliate,True,2024-06-02,True,2024-06-04,22.31,22.31,True,0.0
